age,annual_income,monthly_visits,device,region,customer_segment
34.0,63965.28,7.0,tablet,South,Regular
55.0,70747.75,5.0,mobile,East,Regular
28.0,89763.51,8.0,mobile,North,Premium
41.0,33356.99,13.0,desktop,South,Premium
25.0,66226.83,4.0,mobile,South,Regular
37.0,51535.94,7.0,desktop,East,Regular
35.0,50207.87,9.0,tablet,North,Regular
39.0,77070.83,12.0,mobile,East,Premium
42.0,70554.86,7.0,mobile,North,Regular
19.0,34194.2,6.0,mobile,West,Regular
35.0,48714.45,10.0,mobile,East,Regular
61.0,58848.0,8.0,tablet,South,Regular
40.0,26328.19,2.0,mobile,North,Budget
46.0,71470.48,7.0,mobile,North,Regular
23.0,52863.62,5.0,mobile,East,Regular
38.0,57573.12,4.0,mobile,South,Regular
68.0,61006.74,3.0,mobile,South,Budget
46.0,90168.24,8.0,desktop,West,Premium
19.0,55086.46,4.0,desktop,North,Regular
55.0,47288.07,6.0,mobile,West,Regular
58.0,88824.96,2.0,desktop,West,Regular
37.0,44436.64,2.0,desktop,West,Regular
19.0,43979.0,9.0,desktop,North,Regular
61.0,26905.9,10.0,desktop,South,Regular
31.0,75788.42,4.0,mobile,East,Regular
65.0,59771.88,6.0,mobile,North,Regular
36.0,63718.89,7.0,desktop,West,Premium
38.0,57679.05,2.0,desktop,West,Regular
59.0,51717.63,7.0,mobile,East,Regular
25.0,38854.29,6.0,desktop,South,Regular
19.0,38947.57,9.0,mobile,West,Regular
57.0,,6.0,desktop,West,Regular
66.0,56858.56,11.0,tablet,South,Regular
69.0,86703.3,8.0,mobile,North,Premium
24.0,39373.84,8.0,desktop,North,Regular
25.0,44778.23,6.0,tablet,West,Budget
35.0,34224.54,8.0,mobile,South,Regular
55.0,81699.1,4.0,tablet,West,Regular
65.0,30032.55,6.0,desktop,South,Regular
60.0,69697.8,5.0,mobile,East,Regular
37.0,82888.34,4.0,desktop,North,Premium
65.0,51661.78,6.0,mobile,South,Regular
31.0,68780.28,8.0,desktop,West,Premium
24.0,12356.02,3.0,desktop,South,Budget
40.0,46797.0,3.0,mobile,East,Budget
22.0,21641.99,9.0,mobile,South,Regular
53.0,57849.64,11.0,tablet,East,Regular
69.0,54630.51,6.0,desktop,South,Regular
23.0,39245.35,7.0,desktop,East,Premium
24.0,73141.5,3.0,mobile,West,Budget
27.0,61491.14,8.0,tablet,West,Regular
27.0,44114.69,7.0,mobile,North,Regular
45.0,44326.37,6.0,desktop,South,Regular
47.0,25396.83,6.0,desktop,South,Regular
67.0,50801.39,2.0,tablet,South,Budget
41.0,96377.44,4.0,mobile,North,Premium
66.0,40422.19,4.0,mobile,West,Budget
57.0,62797.54,4.0,tablet,East,Premium
62.0,43634.29,7.0,desktop,West,Regular
27.0,70370.77,7.0,desktop,South,Premium
41.0,63182.6,6.0,mobile,North,Regular
65.0,49875.71,6.0,mobile,East,Regular
57.0,19234.62,4.0,tablet,South,Budget
29.0,44330.75,7.0,desktop,East,Regular
61.0,78215.96,3.0,desktop,South,Regular
57.0,49670.46,9.0,mobile,West,Regular
25.0,66929.68,5.0,tablet,West,Regular
21.0,44998.61,11.0,desktop,West,Premium
31.0,17603.51,6.0,desktop,South,Regular
42.0,62927.97,8.0,desktop,West,Premium
25.0,60827.92,5.0,tablet,North,Regular
19.0,43067.07,9.0,desktop,North,Regular
23.0,47178.58,6.0,mobile,West,Regular
34.0,60236.15,8.0,desktop,East,Premium
38.0,42793.51,2.0,desktop,West,Regular
34.0,61349.06,6.0,desktop,East,Regular
41.0,50488.24,6.0,desktop,South,Regular
55.0,12000.0,8.0,mobile,North,Budget
30.0,51666.39,3.0,desktop,North,Regular
41.0,42717.3,7.0,desktop,West,Regular
55.0,37976.45,6.0,mobile,South,Budget
20.0,62478.89,10.0,mobile,North,Premium
66.0,44868.76,4.0,desktop,East,Regular
69.0,65198.0,9.0,desktop,North,Premium
33.0,76145.2,7.0,tablet,West,Premium
64.0,57363.62,5.0,mobile,East,Regular
31.0,23934.83,6.0,mobile,North,Budget
65.0,40078.99,5.0,mobile,North,Budget
52.0,72589.12,8.0,mobile,East,Regular
30.0,49434.21,7.0,mobile,East,Regular
21.0,38598.57,5.0,mobile,South,Regular
38.0,52771.19,8.0,mobile,North,Regular
56.0,64505.78,5.0,desktop,East,Regular
29.0,59682.03,11.0,mobile,North,Premium
44.0,67328.92,4.0,mobile,North,Regular
24.0,38262.2,4.0,mobile,South,Regular
40.0,49140.63,7.0,mobile,West,Regular
19.0,49591.88,1.0,desktop,East,Regular
69.0,54144.88,5.0,desktop,West,Regular
44.0,13151.37,7.0,mobile,West,Budget
61.0,49909.35,6.0,mobile,North,Regular
24.0,,7.0,desktop,North,Regular
26.0,82068.07,7.0,mobile,East,Premium
27.0,85355.04,5.0,mobile,West,Premium
47.0,87824.15,5.0,mobile,West,Regular
62.0,70608.79,9.0,mobile,East,Regular
49.0,45002.14,9.0,mobile,North,Regular
43.0,73574.46,2.0,desktop,South,Regular
66.0,50643.48,5.0,tablet,North,Regular
27.0,66703.51,5.0,mobile,North,Regular
26.0,36777.28,7.0,desktop,West,Regular
52.0,43009.95,7.0,mobile,East,Regular
62.0,63817.69,2.0,desktop,North,Regular
31.0,89670.53,7.0,tablet,South,Premium
31.0,54138.92,4.0,mobile,North,Regular
45.0,99193.77,5.0,mobile,East,Premium
58.0,109123.6,5.0,mobile,East,Premium
32.0,29295.82,8.0,desktop,East,Regular
60.0,54106.31,3.0,desktop,North,Regular
44.0,35827.79,3.0,desktop,North,Regular
54.0,51902.57,3.0,mobile,North,Budget
50.0,44094.08,5.0,mobile,North,Regular
42.0,53333.68,4.0,mobile,North,Regular
45.0,73732.84,5.0,mobile,East,Regular
69.0,73231.87,6.0,mobile,North,Regular
38.0,59807.99,5.0,mobile,North,Regular
67.0,54727.63,6.0,desktop,East,Regular
59.0,57019.16,6.0,mobile,North,Regular
27.0,57189.27,3.0,mobile,East,Regular
63.0,66026.46,8.0,desktop,South,Premium
37.0,54788.47,7.0,mobile,North,Regular
27.0,64629.18,4.0,mobile,South,Regular
31.0,28799.13,8.0,desktop,North,Regular
25.0,70373.78,6.0,desktop,East,Premium
35.0,89246.17,5.0,desktop,South,Premium
23.0,58326.3,6.0,mobile,East,Regular
46.0,,5.0,mobile,South,Budget
68.0,,7.0,mobile,South,Regular
68.0,48194.12,8.0,desktop,East,Regular
66.0,12000.0,4.0,mobile,East,Budget
30.0,50395.18,8.0,mobile,North,Regular
29.0,66692.68,9.0,desktop,East,Premium
53.0,62312.93,5.0,mobile,North,Budget
68.0,79258.88,5.0,mobile,East,Regular
60.0,67004.1,3.0,mobile,South,Regular
28.0,57190.57,6.0,mobile,East,Regular
56.0,15643.4,7.0,mobile,East,Budget
44.0,32692.2,7.0,desktop,South,Regular
41.0,58280.73,4.0,mobile,South,Regular
43.0,68131.03,5.0,desktop,East,Regular
46.0,34413.57,8.0,mobile,West,Regular
65.0,42629.86,7.0,desktop,West,Regular
59.0,64036.36,5.0,mobile,South,Regular
20.0,16953.64,4.0,mobile,East,Budget
57.0,16226.21,10.0,desktop,West,Regular
34.0,50189.66,5.0,desktop,North,Budget
35.0,59731.73,4.0,mobile,East,Regular
49.0,45264.55,6.0,mobile,West,Regular
69.0,12000.0,3.0,mobile,East,Budget
21.0,55203.31,4.0,mobile,North,Regular
44.0,28456.0,2.0,desktop,South,Budget
30.0,67687.7,5.0,desktop,East,Regular
65.0,52749.43,5.0,desktop,West,Regular
42.0,59981.23,5.0,mobile,North,Regular
62.0,67443.35,9.0,mobile,West,Regular
63.0,44329.37,6.0,desktop,South,Regular
23.0,71125.18,8.0,mobile,South,Premium
57.0,79363.19,12.0,mobile,East,Premium
59.0,62605.17,3.0,desktop,North,Regular
61.0,81076.44,4.0,mobile,West,Regular
69.0,42351.17,9.0,desktop,North,Regular
57.0,72889.13,3.0,mobile,East,Regular
61.0,60085.78,4.0,mobile,West,Regular
54.0,35226.84,3.0,mobile,West,Budget
33.0,53208.89,5.0,mobile,South,Regular
62.0,44268.56,3.0,desktop,West,Regular
54.0,43827.99,10.0,mobile,North,Regular
53.0,56481.24,7.0,mobile,North,Regular
68.0,,3.0,mobile,East,Premium
56.0,48479.7,7.0,desktop,South,Regular
35.0,57237.42,8.0,desktop,South,Premium
33.0,25702.98,11.0,mobile,South,Regular
35.0,56883.39,9.0,mobile,North,Regular
26.0,77614.23,8.0,mobile,East,Premium
22.0,70809.88,8.0,desktop,South,Premium
57.0,64170.65,6.0,desktop,East,Regular
58.0,44345.2,5.0,desktop,North,Regular
26.0,35469.95,3.0,mobile,East,Budget
38.0,52914.95,13.0,desktop,West,Premium
65.0,28275.14,13.0,mobile,South,Regular
61.0,30338.21,8.0,mobile,West,Regular
49.0,73435.52,3.0,mobile,West,Regular
68.0,36607.02,6.0,mobile,South,Budget
35.0,90339.33,5.0,desktop,North,Premium
61.0,26474.63,4.0,mobile,West,Budget
66.0,63291.29,5.0,desktop,West,Regular
48.0,31569.13,7.0,desktop,North,Regular
26.0,58229.74,6.0,desktop,South,Regular
33.0,34171.44,6.0,mobile,South,Budget
44.0,55580.32,8.0,desktop,East,Premium
32.0,51678.15,7.0,mobile,East,Regular
22.0,45829.92,9.0,desktop,West,Premium
26.0,64910.56,4.0,desktop,North,Regular
68.0,84660.89,6.0,mobile,West,Regular
37.0,43060.43,5.0,desktop,West,Regular
47.0,72290.8,5.0,mobile,East,Regular
40.0,56446.67,5.0,mobile,North,Regular
59.0,54175.07,7.0,mobile,East,Regular
23.0,98208.8,10.0,mobile,East,Premium
32.0,12000.0,4.0,mobile,West,Regular
48.0,41284.65,7.0,mobile,East,Regular
59.0,18904.78,5.0,mobile,South,Budget
41.0,48559.57,10.0,mobile,West,Budget
54.0,50230.1,6.0,desktop,East,Regular
59.0,130263.53,5.0,mobile,West,Premium
51.0,61631.32,8.0,tablet,West,Regular
60.0,90336.79,11.0,mobile,East,Premium
67.0,80491.6,11.0,tablet,South,Premium
29.0,46042.74,5.0,mobile,South,Regular
40.0,64261.31,6.0,mobile,South,Regular
29.0,87835.66,3.0,mobile,North,Regular
39.0,58200.56,3.0,mobile,West,Regular
18.0,58906.05,8.0,tablet,East,Regular
53.0,64728.96,3.0,mobile,South,Regular
30.0,24961.56,5.0,desktop,West,Regular
61.0,38672.57,5.0,desktop,East,Regular
55.0,61434.41,5.0,mobile,North,Regular
35.0,65574.4,6.0,desktop,West,Premium
41.0,36558.47,12.0,desktop,West,Budget
52.0,48353.48,9.0,mobile,North,Regular
39.0,52324.06,6.0,desktop,South,Regular
28.0,51755.03,7.0,desktop,East,Regular
20.0,68493.51,4.0,mobile,East,Regular
46.0,56858.29,11.0,mobile,South,Regular
45.0,58035.13,5.0,desktop,North,Regular
57.0,26702.59,5.0,mobile,West,Budget
24.0,33861.27,6.0,desktop,South,Regular
21.0,61112.21,4.0,tablet,West,Regular
56.0,23128.47,4.0,desktop,West,Budget
55.0,60071.93,5.0,desktop,South,Regular
59.0,41619.25,5.0,mobile,East,Budget
18.0,38615.99,4.0,desktop,North,Regular
52.0,67554.8,6.0,mobile,West,Regular
67.0,41288.27,5.0,mobile,South,Budget
57.0,37683.26,2.0,desktop,East,Budget
42.0,41301.41,5.0,desktop,North,Regular
42.0,55829.76,6.0,desktop,South,Regular
39.0,109186.0,11.0,desktop,North,Regular
20.0,12632.72,4.0,desktop,West,Budget
55.0,54277.38,5.0,mobile,South,Regular
45.0,49864.33,6.0,mobile,North,Regular
45.0,73540.25,10.0,desktop,West,Premium
66.0,47291.16,13.0,desktop,West,Premium
56.0,12000.0,6.0,tablet,South,Budget
67.0,80937.56,7.0,desktop,West,Premium
22.0,32969.84,10.0,mobile,East,Regular
67.0,53412.48,1.0,mobile,North,Budget
47.0,27432.09,7.0,desktop,East,Regular
38.0,32843.48,10.0,tablet,North,Regular
47.0,44721.69,5.0,mobile,South,Regular
19.0,71600.47,5.0,mobile,East,Regular
66.0,71304.74,6.0,mobile,South,Regular
50.0,42681.28,4.0,mobile,West,Budget
20.0,64520.51,7.0,mobile,South,Regular
65.0,47144.13,7.0,desktop,East,Regular
41.0,56761.33,3.0,mobile,East,Regular
24.0,57599.85,3.0,desktop,North,Regular
50.0,66838.41,9.0,desktop,South,Premium
21.0,42289.8,5.0,desktop,South,Regular
46.0,51881.56,5.0,desktop,North,Regular
57.0,58826.91,6.0,desktop,South,Regular
21.0,56285.64,5.0,mobile,East,Regular
59.0,38646.34,7.0,mobile,North,Regular
48.0,88690.99,7.0,desktop,East,Premium
34.0,45314.34,6.0,mobile,North,Regular
29.0,69517.46,9.0,mobile,South,Premium
18.0,58513.85,4.0,tablet,West,Regular
28.0,78730.65,5.0,mobile,North,Regular
32.0,12000.0,2.0,mobile,South,Budget
63.0,95204.55,3.0,desktop,North,Premium
44.0,50209.93,7.0,mobile,West,Regular
28.0,29968.58,3.0,tablet,East,Budget
56.0,57002.74,3.0,mobile,East,Regular
41.0,99287.46,7.0,mobile,West,Premium
61.0,64480.58,5.0,mobile,South,Regular
57.0,29956.05,4.0,mobile,East,Budget
66.0,45225.72,3.0,desktop,South,Regular
54.0,80957.67,6.0,desktop,West,Budget
23.0,26519.71,6.0,tablet,West,Budget
46.0,50830.99,12.0,mobile,West,Regular
40.0,48560.53,10.0,mobile,South,Regular
59.0,97472.49,7.0,desktop,South,Premium
26.0,,9.0,mobile,West,Regular
42.0,80508.73,9.0,desktop,South,Premium
60.0,40937.94,2.0,mobile,West,Budget
50.0,38433.99,2.0,mobile,West,Budget
19.0,74353.81,4.0,desktop,East,Premium
60.0,66769.01,4.0,desktop,West,Regular
37.0,20054.36,6.0,mobile,West,Budget
53.0,67105.63,8.0,desktop,North,Premium
51.0,67165.52,6.0,desktop,South,Regular
51.0,42192.58,6.0,desktop,South,Regular
39.0,58761.46,6.0,mobile,South,Regular
39.0,59731.85,5.0,mobile,West,Premium
23.0,44722.29,5.0,desktop,West,Regular
47.0,42758.37,10.0,desktop,East,Regular
33.0,41042.93,6.0,mobile,South,Regular
38.0,48976.38,1.0,mobile,East,Budget
26.0,27962.23,3.0,mobile,East,Budget
56.0,53519.6,3.0,desktop,East,Regular
65.0,24668.31,12.0,desktop,West,Regular
37.0,55845.53,6.0,mobile,West,Budget
40.0,52674.31,8.0,mobile,South,Regular
42.0,33781.81,5.0,desktop,West,Regular
21.0,71282.77,3.0,mobile,West,Regular
57.0,92809.99,6.0,desktop,South,Premium
63.0,80662.5,8.0,mobile,North,Regular
44.0,27212.11,9.0,mobile,North,Regular
21.0,79630.91,3.0,mobile,East,Regular
35.0,58681.24,2.0,mobile,South,Regular
26.0,53289.83,7.0,mobile,South,Regular
60.0,42511.16,6.0,desktop,North,Regular
59.0,54198.63,3.0,mobile,South,Budget
37.0,81903.82,4.0,mobile,South,Budget
37.0,65137.04,4.0,mobile,North,Regular
61.0,46107.77,7.0,desktop,South,Regular
22.0,,7.0,desktop,North,Regular
58.0,46063.69,6.0,mobile,West,Regular
68.0,65967.58,7.0,desktop,North,Regular
41.0,91373.69,8.0,mobile,East,Premium
57.0,33327.87,5.0,desktop,West,Regular
55.0,,7.0,mobile,South,Regular
64.0,46676.2,3.0,mobile,East,Budget
19.0,39375.51,5.0,mobile,West,Regular
54.0,62216.3,4.0,mobile,South,Premium
38.0,65256.14,3.0,desktop,South,Regular
62.0,26192.89,6.0,mobile,East,Budget
62.0,33768.1,2.0,mobile,North,Budget
32.0,78015.45,10.0,mobile,West,Premium
48.0,60609.85,8.0,mobile,East,Regular
43.0,64663.98,12.0,desktop,North,Premium
47.0,44371.97,8.0,tablet,South,Regular
61.0,46772.64,5.0,desktop,West,Regular
52.0,63412.23,6.0,mobile,South,Budget
57.0,44457.81,11.0,mobile,North,Regular
53.0,32311.61,3.0,desktop,North,Budget
31.0,54319.64,3.0,tablet,South,Regular
48.0,72258.56,10.0,mobile,East,Premium
37.0,33886.75,2.0,desktop,East,Budget
39.0,75267.33,6.0,mobile,East,Regular
23.0,68224.47,5.0,desktop,East,Premium
27.0,37211.4,11.0,desktop,North,Regular
35.0,54461.1,10.0,desktop,South,Premium
33.0,53486.89,6.0,desktop,South,Regular
51.0,66871.66,9.0,desktop,North,Premium
33.0,67520.14,6.0,mobile,South,Regular
30.0,28508.37,5.0,desktop,West,Regular
40.0,27611.94,9.0,mobile,North,Regular
47.0,74708.48,6.0,mobile,South,Regular
69.0,56558.07,4.0,mobile,West,Regular
44.0,62581.67,6.0,mobile,North,Regular
36.0,60931.54,6.0,mobile,North,Regular
34.0,84652.53,10.0,mobile,North,Premium
41.0,30417.46,7.0,mobile,West,Regular
66.0,75893.82,5.0,mobile,West,Regular
37.0,38107.95,8.0,tablet,South,Regular
30.0,68726.3,4.0,mobile,West,Budget
48.0,80865.94,6.0,mobile,South,Regular
58.0,26944.02,6.0,mobile,North,Budget
67.0,62294.8,4.0,desktop,North,Regular
32.0,,11.0,mobile,West,Regular
64.0,48568.89,3.0,mobile,South,Budget
62.0,55162.7,6.0,mobile,South,Regular
37.0,33506.1,6.0,desktop,North,Regular
35.0,35251.22,6.0,mobile,North,Regular
31.0,67330.22,8.0,mobile,North,Regular
34.0,71040.23,8.0,desktop,East,Premium
63.0,43087.09,3.0,desktop,North,Regular
34.0,25529.06,5.0,mobile,East,Budget
43.0,100129.88,4.0,desktop,East,Premium
66.0,76061.15,7.0,mobile,North,Regular
53.0,61430.79,7.0,desktop,South,Regular
24.0,33951.23,7.0,mobile,North,Regular
21.0,42801.87,11.0,mobile,East,Regular
29.0,59114.11,5.0,desktop,South,Regular
63.0,35337.21,9.0,tablet,West,Regular
29.0,85994.93,5.0,desktop,West,Premium
34.0,57020.84,6.0,mobile,East,Regular
46.0,62080.4,3.0,desktop,West,Regular
43.0,33987.89,3.0,desktop,North,Regular
21.0,36392.17,4.0,desktop,East,Regular
28.0,,5.0,desktop,North,Regular
69.0,59774.85,6.0,mobile,East,Regular
39.0,49077.49,8.0,mobile,North,Regular
32.0,48614.67,1.0,mobile,North,Budget
61.0,60540.1,5.0,mobile,North,Budget
42.0,58763.65,3.0,mobile,South,Regular
61.0,83589.08,8.0,tablet,South,Premium
26.0,50435.58,5.0,mobile,West,Regular
42.0,34340.62,4.0,mobile,North,Budget
60.0,54088.12,6.0,mobile,South,Regular
57.0,83175.18,7.0,mobile,North,Regular
53.0,43406.22,6.0,desktop,West,Regular
41.0,55282.51,4.0,desktop,East,Regular
60.0,47273.31,3.0,desktop,South,Regular
37.0,62300.44,5.0,mobile,South,Regular
52.0,59384.06,3.0,mobile,North,Regular
46.0,38352.89,11.0,mobile,West,Regular
33.0,49830.87,2.0,mobile,North,Budget
28.0,72865.09,6.0,desktop,North,Premium
45.0,75890.85,8.0,desktop,South,Premium
34.0,72492.92,10.0,desktop,West,Premium
44.0,71311.01,10.0,mobile,West,Premium
54.0,47776.25,8.0,mobile,West,Regular
59.0,47170.08,6.0,tablet,South,Premium
58.0,72618.55,7.0,desktop,East,Premium
44.0,31268.16,5.0,mobile,East,Budget
20.0,53196.12,8.0,tablet,East,Regular
27.0,17810.07,5.0,mobile,East,Regular
56.0,46873.68,6.0,tablet,East,Regular
48.0,40449.95,5.0,mobile,South,Budget
60.0,30640.12,6.0,mobile,North,Budget
43.0,65731.38,6.0,mobile,East,Regular
41.0,39877.68,9.0,mobile,West,Regular
30.0,47117.13,6.0,mobile,West,Regular
21.0,49274.98,7.0,desktop,East,Regular
25.0,39869.53,4.0,mobile,West,Regular
53.0,82297.14,7.0,mobile,West,Regular
48.0,44634.24,6.0,desktop,West,Regular
30.0,58213.33,5.0,mobile,West,Regular
36.0,28675.62,4.0,mobile,South,Budget
51.0,45045.41,5.0,mobile,North,Regular
37.0,47989.17,11.0,mobile,East,Regular
37.0,48315.99,12.0,desktop,East,Premium
32.0,42867.61,9.0,mobile,East,Regular
51.0,57164.76,6.0,desktop,North,Regular
64.0,84973.61,7.0,tablet,South,Regular
31.0,51745.89,4.0,mobile,North,Regular
33.0,51617.13,9.0,desktop,South,Premium
42.0,46684.94,7.0,desktop,North,Regular
27.0,104173.18,5.0,desktop,South,Premium
45.0,86046.7,6.0,desktop,North,Premium
64.0,65297.29,9.0,mobile,West,Regular
50.0,68192.42,7.0,desktop,West,Premium
26.0,40414.13,9.0,mobile,South,Regular
28.0,51359.13,6.0,mobile,North,Regular
21.0,58496.87,7.0,desktop,South,Premium
68.0,56710.07,11.0,mobile,South,Regular
35.0,37549.4,5.0,mobile,West,Regular
33.0,39058.49,7.0,tablet,South,Regular
62.0,64488.18,8.0,mobile,North,Regular
33.0,60502.2,4.0,mobile,North,Regular
30.0,13003.46,4.0,desktop,North,Budget
31.0,56183.19,4.0,tablet,West,Regular
38.0,79325.15,6.0,mobile,East,Regular
21.0,41712.03,11.0,tablet,East,Regular
51.0,59088.86,8.0,mobile,West,Regular
39.0,25834.48,8.0,desktop,North,Regular
68.0,70713.91,8.0,mobile,South,Regular
58.0,32506.7,9.0,mobile,South,Regular
37.0,29823.2,3.0,desktop,South,Budget
54.0,48162.46,6.0,desktop,North,Regular
59.0,100878.73,6.0,desktop,South,Premium
28.0,42399.1,10.0,tablet,North,Regular
26.0,29622.47,7.0,mobile,North,Regular
25.0,,7.0,mobile,North,Regular
20.0,58880.64,4.0,desktop,East,Regular
34.0,86907.49,11.0,mobile,South,Premium
59.0,29507.09,6.0,desktop,North,Regular
57.0,23124.77,6.0,mobile,North,Budget
37.0,48203.83,8.0,desktop,West,Regular
43.0,61813.99,5.0,mobile,West,Regular
57.0,61395.25,13.0,tablet,East,Premium
66.0,75665.57,8.0,mobile,North,Regular
32.0,25095.47,7.0,mobile,South,Budget
52.0,38213.23,6.0,mobile,South,Regular
48.0,51811.58,7.0,mobile,West,Regular
50.0,70858.63,8.0,desktop,South,Premium
59.0,63728.26,2.0,tablet,North,Regular
57.0,46127.92,9.0,tablet,East,Regular
38.0,34374.99,3.0,mobile,West,Budget
57.0,71701.29,9.0,desktop,South,Premium
20.0,73018.36,8.0,mobile,South,Premium
35.0,107603.67,3.0,desktop,East,Premium
29.0,50913.08,8.0,mobile,North,Regular
31.0,86239.17,8.0,desktop,North,Premium
64.0,30684.39,5.0,desktop,South,Regular
40.0,43744.07,7.0,desktop,North,Regular
21.0,41128.24,7.0,mobile,East,Regular
43.0,45314.34,8.0,desktop,South,Regular
21.0,37229.98,6.0,mobile,South,Regular
25.0,43751.17,2.0,desktop,North,Regular
37.0,53336.12,8.0,mobile,South,Regular
40.0,45583.78,5.0,mobile,East,Regular
30.0,67343.98,2.0,mobile,East,Regular
51.0,52766.19,4.0,desktop,West,Regular
43.0,54375.97,7.0,mobile,East,Regular
25.0,83289.45,8.0,mobile,East,Premium
60.0,60582.69,4.0,mobile,North,Regular
25.0,57440.12,6.0,mobile,West,Regular
36.0,54032.79,7.0,mobile,West,Regular
27.0,55635.9,4.0,desktop,North,Regular
67.0,65646.28,3.0,mobile,South,Regular
32.0,38693.95,10.0,mobile,East,Regular
63.0,76848.14,4.0,desktop,North,Regular
68.0,85207.15,4.0,tablet,East,Regular
29.0,77018.22,6.0,mobile,West,Regular
19.0,44777.36,9.0,desktop,East,Premium
18.0,23201.74,6.0,mobile,South,Budget
27.0,45851.66,7.0,mobile,West,Regular
38.0,57426.04,4.0,mobile,West,Regular
26.0,70639.17,6.0,desktop,North,Premium
67.0,50839.63,7.0,mobile,North,Regular
42.0,48469.31,3.0,desktop,West,Regular
62.0,84215.02,11.0,mobile,East,Premium
18.0,41290.39,10.0,mobile,North,Regular
24.0,75294.93,2.0,tablet,West,Regular
41.0,72148.1,9.0,desktop,North,Premium
26.0,28360.04,4.0,mobile,South,Budget
26.0,59869.36,7.0,mobile,South,Regular
19.0,43499.47,4.0,mobile,South,Budget
32.0,35833.55,6.0,mobile,West,Regular
57.0,18164.19,3.0,mobile,North,Budget
59.0,23717.69,7.0,desktop,West,Regular
44.0,62538.68,8.0,mobile,North,Regular
27.0,46808.14,3.0,mobile,South,Regular
41.0,59768.13,4.0,tablet,South,Regular
50.0,33591.68,12.0,desktop,West,Regular
25.0,48136.15,6.0,mobile,East,Regular
39.0,49095.52,4.0,desktop,South,Regular
60.0,24149.58,7.0,mobile,South,Budget
39.0,21846.74,7.0,mobile,North,Budget
42.0,63044.32,2.0,mobile,West,Regular
60.0,57305.5,5.0,mobile,South,Regular
52.0,36138.05,6.0,desktop,East,Regular
26.0,52431.17,4.0,mobile,North,Regular
49.0,67398.55,3.0,mobile,North,Regular
66.0,90297.17,3.0,tablet,South,Regular
29.0,37024.71,6.0,desktop,East,Regular
64.0,66501.54,10.0,desktop,East,Premium
48.0,95922.09,9.0,mobile,North,Premium
52.0,55713.16,9.0,mobile,East,Regular
35.0,83167.01,9.0,mobile,West,Premium
20.0,,7.0,mobile,West,Premium
19.0,82808.86,9.0,mobile,East,Premium
52.0,54215.14,4.0,mobile,East,Regular
69.0,17642.12,3.0,desktop,West,Budget
49.0,69695.34,6.0,mobile,East,Regular
36.0,74984.53,4.0,mobile,East,Regular
58.0,78102.83,4.0,mobile,North,Premium
67.0,77925.87,3.0,desktop,East,Regular
29.0,53831.58,4.0,mobile,North,Regular
23.0,39754.44,10.0,desktop,South,Regular
67.0,45379.09,9.0,desktop,East,Regular
20.0,53734.68,9.0,desktop,South,Premium
64.0,62374.48,7.0,mobile,West,Regular
25.0,44981.5,4.0,desktop,South,Regular
