shape,texture,weight,size,label
0.351,1.236,-0.498,-0.11,Apple
-1.077,1.083,-1.271,0.603,Banana
-1.416,1.786,-0.217,0.871,Banana
1.446,-1.03,1.408,0.966,Watermelon
0.456,-0.474,1.395,0.989,Watermelon
0.571,-1.205,-0.937,0.131,Orange
0.439,-0.9,-0.595,-0.699,Orange
1.083,-1.117,1.293,0.556,Watermelon
0.735,-1.836,-1.065,0.429,Orange
1.729,1.032,-0.588,-0.404,Apple
-0.694,0.82,-0.917,0.296,Banana
0.801,-1.184,-0.197,-0.542,Orange
1.158,-1.165,-0.255,0.284,Orange
0.941,1.322,-0.927,-0.465,Apple
1.01,-0.327,-0.986,-0.234,Orange
1.51,-0.875,-1.074,-0.884,Grape
-0.935,1.548,-0.843,0.765,Banana
0.874,-1.259,-0.379,-0.606,Orange
1.169,-1.135,-0.535,-0.025,Orange
-1.4,1.27,-1.167,0.706,Banana
0.863,-0.379,-0.937,-0.74,Grape
-0.962,0.418,-0.647,0.269,Banana
-0.724,1.242,-1.271,-0.02,Banana
1.229,-0.706,-0.672,-1.062,Grape
0.958,-0.852,-0.499,-0.631,Lemon
1.081,-0.183,-1.019,-0.814,Grape
0.616,-0.956,0.003,-0.079,Lemon
0.628,-0.925,-0.846,-0.561,Lemon
1.108,-0.702,-0.038,-0.588,Orange
1.342,-0.631,-1.345,-0.532,Grape
-0.488,1.092,-0.752,0.569,Banana
1.489,-0.745,-0.765,0.503,Orange
1.373,0.822,-0.66,-0.123,Apple
0.503,-0.885,-0.34,-0.698,Lemon
0.209,-0.865,-0.787,-0.449,Lemon
0.53,-1.088,-0.05,0.012,Orange
0.724,0.591,-0.294,-0.104,Apple
-0.858,0.821,-0.896,0.826,Banana
1.072,-1.172,-0.929,-0.285,Grape
0.549,1.01,-0.379,-0.266,Apple
1.068,1.399,-0.27,0.147,Apple
0.959,-0.723,-1.234,-1.636,Grape
1.097,1.719,-0.14,-0.06,Apple
0.855,-1.086,1.345,1.703,Watermelon
-0.479,1.282,-0.988,0.373,Banana
-1.264,0.493,-1.394,0.317,Banana
0.898,-1.114,-1.013,-1.111,Grape
0.59,-1.13,0.888,0.784,Watermelon
-0.676,0.334,-1.695,0.301,Banana
1.034,1.141,-0.489,-0.621,Apple
0.997,-0.755,-0.457,-1.113,Grape
0.981,1.866,-0.368,-0.105,Apple
0.826,-0.744,-0.499,-0.432,Lemon
0.635,-1.202,-0.486,0.21,Lemon
1.424,-0.894,1.3,0.696,Watermelon
0.509,-0.668,-0.079,-0.77,Lemon
0.831,1.763,-0.266,0.338,Apple
1.072,1.086,-0.407,0.03,Apple
1.475,-1.362,0.877,1.32,Watermelon
0.955,0.827,0.053,0.086,Apple
0.843,-0.526,-1.423,-1.313,Grape
1.043,1.011,-0.638,-0.551,Apple
0.627,-0.841,0.311,0.646,Watermelon
0.348,1.147,-0.931,-0.289,Apple
1.174,-0.414,-1.232,-0.396,Lemon
0.654,-1.018,-1.04,-0.57,Grape
1.21,-1.25,1.247,0.215,Watermelon
0.336,-1.288,-0.573,-0.571,Lemon
0.55,-1.061,-0.592,-0.311,Lemon
-0.948,0.9,-0.859,0.589,Banana
0.805,-0.621,-0.593,-1.386,Grape
1.632,-1.469,-0.421,-0.533,Orange
1.766,0.824,-0.475,-0.43,Apple
1.033,-1.115,-0.347,-1.435,Orange
1.02,-0.594,-0.637,-0.542,Grape
0.534,-0.714,-0.986,-0.231,Lemon
0.8,-1.015,-1.065,-0.51,Grape
0.663,-0.476,-0.862,-0.133,Lemon
0.372,-0.921,-0.524,-0.268,Lemon
1.088,-1.259,1.308,1.606,Watermelon
-1.204,0.358,-0.825,0.184,Banana
0.954,-0.405,-1.16,-1.094,Grape
0.965,1.514,-0.289,-0.732,Apple
0.581,-0.951,0.605,0.453,Watermelon
1.222,-0.76,0.871,1.103,Watermelon
1.066,1.211,-0.088,-1.212,Apple
0.916,1.181,-0.444,-0.287,Apple
-0.737,1.028,-0.472,0.694,Banana
-1.041,0.931,-1.998,0.186,Banana
0.526,-0.923,1.054,1.244,Watermelon
1.489,0.991,0.498,-0.219,Apple
0.541,-1.197,0.87,1.207,Watermelon
0.668,0.896,-0.356,-0.457,Apple
1.284,-0.776,0.108,-0.316,Orange
1.421,-1.477,-0.786,-0.625,Orange
1.003,-0.179,-1.211,-1.167,Grape
0.924,1.2,-0.467,-0.487,Apple
0.529,-0.8,-0.588,-0.968,Grape
0.741,-0.167,-1.205,-0.503,Grape
1.091,-0.98,-1.124,0.301,Lemon
1.136,-0.713,-0.665,-0.754,Grape
1.459,0.768,-0.189,-0.715,Apple
1.233,-1.008,-0.202,-0.251,Orange
-1.088,0.696,-0.723,0.821,Banana
0.805,1.194,-0.149,-0.297,Apple
0.466,-1.456,0.727,0.251,Watermelon
1.093,-0.871,-0.61,-1.267,Lemon
-0.038,-1.001,0.09,-0.745,Lemon
1.302,-1.168,1.019,1.425,Watermelon
0.879,-0.842,-0.504,-0.984,Grape
1.382,-1.24,1.492,1.096,Watermelon
1.152,-0.554,-1.177,-1.001,Grape
0.845,-0.664,0.929,0.476,Watermelon
0.412,-1.604,-0.084,-0.603,Orange
1.105,1.048,-0.323,-0.147,Apple
1.055,-1.548,-1.113,-0.851,Grape
1.574,-0.41,-0.777,-0.322,Orange
0.052,-0.468,-0.246,-0.377,Lemon
1.058,-0.117,-0.576,-0.595,Grape
-0.84,0.878,-0.732,0.586,Banana
0.933,-0.723,-0.603,-0.418,Grape
0.738,-0.692,-0.877,-0.83,Grape
0.817,-0.341,-0.152,-0.014,Orange
1.616,-0.757,-1.031,-1.439,Grape
0.54,-1.521,-0.338,-0.353,Lemon
0.903,-0.635,-0.733,-1.398,Grape
1.071,-0.355,-1.624,-0.76,Grape
0.414,0.959,-0.707,0.201,Apple
-1.405,0.422,-0.953,0.155,Banana
0.473,-0.416,-1.697,-1.363,Grape
0.799,-0.719,0.153,0.186,Orange
0.946,0.15,-0.163,0.215,Apple
-0.568,1.162,-1.416,0.116,Banana
-0.323,0.504,-1.402,0.63,Banana
0.849,-1.414,1.535,1.161,Watermelon
0.466,-1.401,0.117,-0.509,Lemon
1.489,-0.687,0.818,0.82,Watermelon
1.506,-0.488,0.343,1.192,Watermelon
0.558,-1.362,-0.508,-0.972,Lemon
0.837,0.721,-0.475,-0.325,Apple
0.645,-0.449,-0.127,0.428,Orange
0.944,-0.792,-0.385,-1.202,Grape
0.938,-0.748,-0.733,0.049,Orange
1.204,-0.556,1.312,1.455,Watermelon
0.961,-0.902,-0.262,-1.534,Grape
-1.499,1.198,-0.431,0.366,Banana
1.35,0.301,-0.475,-0.956,Apple
0.873,-1.542,-1.047,-0.32,Lemon
0.972,-1.056,-0.4,-0.312,Lemon
0.925,-1.383,-0.102,0.015,Orange
1.313,-0.491,-1.409,-0.758,Grape
1.0,0.831,-0.403,-0.542,Apple
1.311,-1.496,-0.648,-0.315,Orange
1.565,-0.631,0.426,1.473,Watermelon
1.472,-1.411,-1.183,-0.225,Orange
1.393,1.557,-0.605,0.313,Apple
-0.18,-1.129,-0.746,-0.097,Lemon
1.454,-0.666,0.527,1.302,Watermelon
1.178,-1.185,-1.723,-0.637,Grape
0.537,-1.45,-0.673,-0.373,Lemon
0.571,-1.543,0.06,-0.149,Lemon
0.883,-1.103,-0.174,-0.595,Orange
1.113,-1.466,0.975,0.591,Watermelon
-1.391,1.576,-0.979,0.373,Banana
-0.104,-1.209,-0.439,-0.432,Lemon
-0.154,-0.928,-0.472,-0.051,Lemon
0.771,0.215,-0.649,-0.684,Apple
1.258,-1.951,0.843,1.499,Watermelon
1.003,-0.686,0.425,0.439,Watermelon
1.503,-0.965,-0.264,-0.591,Orange
1.035,0.599,0.115,0.655,Apple
1.169,-1.222,0.113,0.41,Watermelon
1.544,-0.96,-1.13,-0.771,Grape
1.519,0.93,-0.442,-0.275,Apple
0.78,-1.201,1.144,1.065,Watermelon
1.746,-0.846,1.403,0.625,Watermelon
1.184,-1.253,-0.162,0.041,Orange
1.017,0.243,-0.5,-0.588,Grape
1.268,0.017,-1.503,-0.52,Grape
0.653,-1.198,-0.104,0.232,Orange
-1.404,0.821,-0.966,0.235,Banana
0.899,0.203,-0.453,-0.757,Lemon
0.546,-1.114,-0.629,-0.036,Orange
-0.842,0.838,-0.305,0.043,Banana
0.958,-0.776,0.012,0.247,Orange
1.15,-0.632,0.767,1.321,Watermelon
-0.683,1.53,-1.584,-0.018,Banana
1.288,0.072,-0.128,0.071,Apple
0.398,-1.151,-0.976,-0.683,Lemon
0.828,-0.839,-1.258,-1.095,Grape
0.901,0.056,-1.138,-0.88,Grape
0.798,0.794,-0.897,-0.85,Apple
0.578,-0.936,1.377,0.375,Watermelon
0.808,-1.478,-0.392,0.177,Orange
0.444,-1.017,-0.091,-0.34,Lemon
0.734,-0.944,0.71,1.147,Watermelon
0.78,-1.479,-0.539,-0.541,Lemon
1.191,-0.309,-0.833,-1.106,Grape
-0.673,0.694,-1.462,-0.818,Banana
0.975,-0.888,-0.861,-1.69,Grape
0.373,-0.835,-0.96,-0.357,Lemon
0.805,-1.011,1.208,1.333,Watermelon
1.032,-1.285,0.84,1.223,Watermelon
0.643,0.938,-0.435,-0.336,Apple
0.247,-1.648,-0.418,-0.163,Lemon
0.373,-0.871,1.379,1.209,Watermelon
0.854,0.67,-0.272,-0.213,Apple
1.034,-1.063,0.621,1.148,Watermelon
1.165,1.07,-0.261,0.288,Apple
0.781,1.449,-0.557,0.088,Apple
1.432,-1.103,1.581,1.164,Watermelon
0.693,-0.731,-0.604,-0.677,Grape
0.23,-1.049,-0.529,-0.678,Lemon
1.425,-0.918,-0.622,-0.083,Lemon
0.872,-0.647,0.416,0.841,Watermelon
-0.633,1.55,-1.271,-0.011,Banana
-0.801,0.782,-1.094,0.607,Banana
0.81,-1.688,-0.755,-0.197,Orange
0.348,-1.104,0.513,1.574,Watermelon
1.358,-1.37,-0.51,-0.836,Lemon
0.892,0.031,-1.163,-1.1,Grape
0.67,-0.199,-2.0,-1.155,Grape
-1.016,0.769,-0.698,0.721,Banana
0.506,-0.267,0.502,1.451,Watermelon
0.652,-1.176,-0.743,-0.512,Lemon
-0.927,0.678,-1.082,0.03,Banana
0.575,0.714,-0.702,-0.447,Apple
0.751,-0.958,0.091,-1.274,Lemon
1.164,-0.998,1.285,1.251,Watermelon
0.942,-0.94,0.74,1.215,Watermelon
0.342,-0.728,0.992,0.83,Watermelon
0.919,-1.056,1.454,2.0,Watermelon
1.427,-1.198,1.22,1.236,Watermelon
0.676,-1.041,-1.022,-0.717,Grape
0.436,0.748,-0.1,-0.285,Apple
1.096,-1.494,0.223,-1.038,Lemon
0.29,-0.621,-1.397,-1.014,Grape
0.574,-1.069,-0.895,-0.349,Lemon
-1.111,1.386,-1.063,-0.038,Banana
-1.591,0.94,-1.444,-0.172,Banana
0.785,-1.622,-0.106,-0.444,Lemon
-1.015,0.638,-0.732,0.299,Banana
0.76,-0.93,0.411,0.428,Watermelon
0.608,-0.478,-1.001,-0.633,Grape
0.678,-0.399,-1.04,-1.33,Grape
0.735,-1.023,-0.82,-0.485,Lemon
0.555,-1.054,-0.744,-0.957,Lemon
1.026,-1.281,0.643,0.916,Watermelon
1.257,-0.535,-1.186,-1.2,Grape
0.823,-1.839,-0.321,-1.156,Lemon
0.505,-0.78,-0.24,-0.413,Grape
1.247,-0.475,-1.652,-0.945,Grape
0.408,-1.286,-0.546,-0.665,Lemon
1.304,-1.678,-0.274,-0.508,Orange
0.857,-0.893,0.609,1.057,Watermelon
0.926,-1.231,-0.465,-0.254,Orange
-1.269,1.002,-1.097,0.086,Banana
1.556,-0.855,0.866,1.051,Watermelon
0.641,-1.153,0.888,0.564,Watermelon
1.136,-0.777,-1.124,-1.199,Grape
2.0,0.768,-1.024,-0.86,Apple
1.266,1.468,-0.539,0.148,Apple
1.26,-0.666,-1.091,-0.937,Grape
1.307,1.139,-0.537,-0.361,Apple
1.693,1.088,0.004,-0.111,Apple
1.096,-0.962,1.314,1.252,Watermelon
0.692,-1.243,-0.465,-0.523,Lemon
0.892,-0.062,-0.839,0.135,Orange
0.698,-0.954,1.899,0.663,Watermelon
0.747,-0.606,-1.297,-0.691,Grape
0.813,-0.371,-1.465,-1.632,Grape
0.92,-1.549,1.531,0.465,Watermelon
-1.363,1.145,-1.205,-0.231,Banana
1.714,-1.351,0.931,0.927,Watermelon
-0.751,1.162,-1.289,0.186,Banana
0.921,-0.738,0.591,1.706,Watermelon
0.734,-0.603,-1.406,-1.454,Grape
0.694,0.66,-0.445,-0.643,Apple
0.843,-1.274,-0.913,-0.638,Lemon
1.347,-0.525,-1.035,-1.502,Grape
0.6,0.553,0.157,-0.114,Apple
0.698,0.802,-0.589,-0.61,Apple
1.161,-1.101,1.728,1.438,Watermelon
1.458,-0.765,0.852,1.209,Watermelon
0.878,1.571,-0.159,-0.208,Apple
1.044,-0.391,0.498,1.643,Watermelon
0.935,-1.492,0.737,0.422,Watermelon
-0.771,0.637,-0.941,0.697,Banana
0.365,-1.094,-1.056,-0.636,Lemon
1.901,-0.728,-0.393,-0.414,Orange
0.985,-0.554,-1.147,-0.814,Grape
0.666,-1.335,-0.17,-0.609,Orange
-0.745,0.995,-1.64,0.338,Banana
0.41,-0.757,-0.387,0.448,Orange
1.375,-1.371,0.293,0.736,Watermelon
0.573,0.039,-1.004,-0.673,Grape
-1.1,0.937,-1.011,0.687,Banana
1.109,-1.37,0.268,-0.302,Orange
0.441,-1.99,-0.378,-0.465,Lemon
1.035,0.859,-0.501,-0.429,Apple
1.162,-0.776,-0.381,0.132,Orange
0.972,0.824,-0.231,-0.776,Apple
1.081,-1.14,-1.36,-1.707,Grape
-1.061,1.563,-1.041,0.525,Banana
1.823,1.141,-0.568,-0.52,Apple
0.6,-1.222,-0.795,-0.155,Lemon
1.359,0.424,-0.586,-0.462,Apple
1.21,-0.6,0.646,-0.363,Orange
0.854,-0.794,0.761,0.951,Watermelon
-1.145,0.082,-0.957,0.236,Banana
1.045,-0.998,-1.039,-0.59,Lemon
0.268,0.576,-0.078,-0.387,Apple
-0.677,0.312,-1.085,0.134,Banana
1.335,-0.765,-0.075,0.339,Orange
0.871,1.467,-0.665,-0.678,Apple
1.263,0.473,-0.1,-0.265,Apple
1.375,-0.621,-0.98,-0.822,Grape
-1.232,0.753,-0.834,0.29,Banana
0.857,0.971,0.258,-0.455,Apple
0.835,-1.598,-0.315,0.03,Orange
0.893,-0.962,-0.265,-0.244,Lemon
1.39,-0.655,1.549,0.941,Watermelon
0.536,-0.768,1.273,1.549,Watermelon
1.448,-0.319,-0.083,-0.12,Orange
0.515,1.108,-0.493,-0.226,Apple
1.019,-0.435,-1.034,-0.673,Grape
0.047,-0.934,0.121,0.455,Orange
0.856,-0.41,-0.541,-0.499,Lemon
1.185,-1.001,-0.574,-0.38,Orange
0.611,-0.815,1.004,0.874,Watermelon
0.802,-0.823,1.273,0.604,Watermelon
0.149,-0.666,-1.081,-0.308,Lemon
1.566,-0.433,1.258,1.248,Watermelon
1.388,-1.817,-0.763,-0.203,Lemon
-1.118,1.434,-1.014,0.346,Banana
0.904,-1.183,0.809,1.095,Watermelon
-1.271,1.334,-0.771,0.685,Banana
0.605,0.405,-0.301,0.715,Apple
1.443,-1.194,-0.151,0.055,Orange
0.521,-0.121,-1.059,-1.032,Grape
1.008,1.401,-0.564,-0.897,Apple
1.113,-1.715,-0.405,0.215,Orange
1.203,1.365,-0.083,0.544,Apple
0.394,-0.861,-0.753,-0.165,Lemon
0.978,-0.398,-0.486,0.292,Orange
1.208,-1.011,1.19,1.091,Watermelon
1.125,-1.072,-0.546,-0.317,Orange
0.011,-0.705,-1.032,-0.576,Lemon
-0.773,1.294,-1.621,0.268,Banana
0.761,-0.982,-0.13,-0.788,Lemon
0.283,1.284,-0.488,-0.915,Apple
0.945,1.431,-0.742,0.518,Apple
-1.293,1.03,-1.427,0.315,Banana
0.553,-1.521,0.389,-0.673,Lemon
0.827,-0.661,1.635,1.394,Watermelon
-1.42,1.075,-1.658,0.616,Banana
0.428,-1.281,-0.301,-0.044,Orange
0.909,-0.468,-0.047,0.026,Orange
0.57,-0.405,-0.581,0.408,Orange
1.708,-0.821,1.361,-0.079,Watermelon
-1.068,1.386,-0.676,-0.127,Banana
0.897,-1.888,1.145,0.341,Watermelon
1.396,1.414,-0.466,-0.118,Apple
0.924,-0.915,-0.702,0.018,Orange
0.426,0.36,-0.343,-0.374,Apple
1.095,0.773,0.36,-0.244,Apple
1.082,-0.531,-0.649,-0.798,Grape
1.155,1.258,-0.939,-0.925,Apple
0.973,0.931,-0.097,-0.293,Apple
1.204,0.564,-0.304,-0.769,Apple
1.135,0.343,-0.178,-0.814,Apple
0.866,1.313,-0.22,-0.876,Apple
-1.235,0.475,-1.593,0.341,Banana
-0.804,1.154,-0.789,0.296,Banana
0.904,-0.976,-1.154,-1.462,Grape
0.704,-0.969,-0.341,0.873,Orange
0.529,0.956,-0.798,-0.436,Apple
-1.121,1.296,-1.157,0.233,Banana
0.849,-1.49,-0.528,-0.334,Orange
1.026,1.196,-0.382,-0.388,Apple
0.398,1.189,-0.544,-0.039,Apple
1.461,0.934,-0.658,-0.306,Apple
1.122,-1.11,-0.497,-0.003,Orange
0.774,-1.121,-1.179,-0.34,Lemon
0.731,1.075,-0.247,-0.961,Apple
1.028,-0.42,-0.777,-0.959,Grape
0.308,-0.153,-0.856,-1.421,Grape
0.724,1.081,-0.062,-0.471,Apple
0.889,-1.627,-0.965,-1.223,Lemon
0.686,-0.472,1.72,1.082,Watermelon
0.377,-1.078,-0.434,-1.047,Lemon
0.4,-0.498,-0.966,-0.762,Lemon
1.005,1.099,-0.519,-0.273,Apple
1.213,0.087,-1.044,-1.014,Grape
1.535,0.808,-0.764,-0.212,Apple
-0.623,1.126,-1.034,-0.207,Banana
0.98,-0.168,-1.432,-1.086,Grape
-1.136,0.756,-0.913,0.455,Banana
-0.849,0.658,-1.576,0.392,Banana
0.823,1.643,0.36,0.397,Apple
0.271,-0.801,-0.295,-0.235,Lemon
0.876,-0.552,-0.3,-0.155,Orange
0.462,-0.774,-0.391,-0.037,Orange
1.082,-0.937,0.984,1.275,Watermelon
0.93,-1.509,1.199,0.717,Watermelon
0.537,-1.358,1.099,0.966,Watermelon
0.254,-1.134,1.409,0.842,Watermelon
0.542,-0.635,-0.322,-0.142,Lemon
-0.37,-0.393,-0.377,0.362,Lemon
0.726,-1.217,-0.997,-1.096,Grape
1.229,-0.624,0.969,0.916,Watermelon
1.183,-1.09,0.881,1.363,Watermelon
-0.559,1.379,-1.059,-0.449,Banana
0.948,0.735,-0.345,-0.535,Apple
0.993,-1.364,-0.748,0.228,Orange
0.661,-1.0,0.034,0.12,Orange
-0.722,1.106,-0.747,0.781,Banana
1.149,-1.243,-1.185,-0.756,Grape
-1.219,1.567,-1.022,0.33,Banana
1.394,-1.064,1.062,1.315,Watermelon
0.485,-0.7,-0.71,-0.977,Grape
1.114,-1.552,-1.192,-0.231,Lemon
1.303,-1.068,1.14,1.261,Watermelon
0.715,-1.247,-0.234,0.116,Orange
0.592,-0.669,-1.085,-0.854,Grape
0.997,-0.791,-0.563,-1.189,Grape
0.498,-1.557,-0.85,-0.319,Lemon
1.112,-0.79,-0.107,0.531,Orange
0.738,-1.567,-0.668,-0.446,Orange
0.659,-0.567,-0.562,-0.461,Grape
1.177,-0.251,0.875,0.429,Watermelon
-0.631,0.356,-1.264,0.482,Banana
0.964,0.933,-0.713,-0.304,Apple
1.351,-0.593,-1.291,-1.437,Grape
0.717,-0.863,1.12,0.72,Watermelon
0.226,1.147,-0.614,-0.059,Apple
0.735,-1.346,-0.246,0.625,Orange
1.262,1.048,-0.174,-0.913,Apple
0.207,-1.879,0.005,0.035,Lemon
1.137,-0.953,0.457,0.923,Watermelon
1.227,-0.954,-0.798,-1.115,Lemon
1.483,-1.025,-0.915,-0.523,Orange
0.553,-0.646,-0.927,-1.176,Grape
1.272,-0.972,0.072,-0.325,Orange
0.066,0.802,-1.316,-0.059,Banana
0.926,-1.202,-0.897,-1.667,Grape
1.057,-1.073,-1.133,-0.788,Grape
1.806,-1.377,0.947,0.747,Watermelon
0.696,-0.85,-0.712,-1.171,Grape
1.787,-0.454,-1.354,-1.128,Grape
0.719,-0.72,-0.874,-0.669,Orange
0.393,-0.761,-0.168,-0.017,Lemon
1.185,0.971,-0.022,-0.701,Apple
0.354,-0.847,-0.652,-0.223,Orange
1.042,-0.913,1.328,1.291,Watermelon
1.068,-0.755,-0.962,-1.209,Grape
-1.069,1.916,-0.936,0.458,Banana
0.753,-0.243,-0.734,-0.731,Grape
1.075,1.362,0.145,-0.201,Apple
0.96,-0.687,-0.616,-0.451,Orange
0.981,-1.609,1.29,0.663,Watermelon
0.835,-0.675,-0.986,-1.12,Grape
0.976,-1.021,0.844,0.729,Watermelon
1.379,-1.737,-0.372,-0.364,Orange
0.747,-1.509,-0.775,-0.536,Lemon
0.975,-0.884,-1.014,-0.671,Lemon
0.91,-1.42,-0.628,-0.503,Lemon
0.465,-0.056,-0.744,-0.343,Lemon
0.732,1.185,0.005,-0.506,Apple
-1.019,0.687,-1.401,0.663,Banana
0.406,-1.845,0.018,-0.781,Lemon
0.914,-0.026,-1.05,-1.057,Grape
0.17,-1.572,-0.658,-0.373,Lemon
1.107,0.832,-0.293,-0.943,Apple
1.161,-0.944,1.691,1.003,Watermelon
0.67,0.982,-0.415,-0.148,Apple
1.009,-1.441,-0.873,-0.108,Orange
1.084,-0.972,-0.315,-0.146,Lemon
1.093,-1.285,-0.232,0.222,Orange
-0.815,1.262,-1.162,0.229,Banana
0.958,-1.018,1.409,0.178,Watermelon
0.611,-1.028,-1.08,-0.265,Lemon
0.746,-0.725,-0.353,-0.647,Grape
1.201,-0.867,0.942,1.7,Watermelon
1.281,-1.262,-0.79,-0.002,Orange
0.98,-1.5,-0.15,-0.294,Orange
1.186,-0.845,-0.513,0.021,Orange
0.426,-1.152,-0.786,-0.104,Lemon
0.902,-0.52,1.624,0.741,Watermelon
-2.0,1.366,-1.12,-0.003,Banana
-1.206,0.855,-0.546,0.356,Banana
-0.551,1.173,-1.108,0.163,Banana
0.797,-0.713,-0.251,-0.592,Lemon
0.661,-0.796,-0.734,-0.897,Lemon
0.718,-1.084,1.232,1.441,Watermelon
0.525,0.791,-0.425,-0.022,Apple
-1.185,0.85,-1.494,0.469,Banana
-1.056,0.771,-1.091,0.694,Banana
-1.352,0.705,-0.562,0.327,Banana
-0.766,1.141,-1.012,0.178,Banana
1.291,-0.593,0.079,-0.615,Orange
1.057,-1.125,-0.864,-0.559,Lemon
1.291,1.189,-0.389,-0.007,Apple
1.049,-0.801,-1.248,-0.856,Grape
0.971,-1.481,-0.003,-0.368,Orange
1.557,-1.491,0.937,0.755,Watermelon
0.659,-1.17,1.62,1.05,Watermelon
-1.277,0.36,-1.602,0.112,Banana
-1.222,0.922,-1.795,0.268,Banana
0.96,-0.432,-1.263,-0.78,Lemon
0.301,-0.949,-1.027,0.089,Lemon
0.615,-1.043,-0.043,-0.506,Lemon
1.14,0.737,-0.78,-0.514,Apple
1.765,1.222,-0.204,-0.642,Apple
1.319,0.525,-0.848,-0.496,Apple
1.684,-0.336,-0.458,-0.436,Orange
0.426,-0.573,-0.943,-0.724,Grape
1.319,-0.669,-0.805,-1.245,Grape
1.188,-0.778,-0.839,-0.868,Grape
1.024,1.278,-0.85,-0.673,Apple
0.905,-1.505,0.858,0.869,Watermelon
1.458,-0.55,-0.64,-0.894,Grape
0.813,-0.953,-0.045,0.218,Orange
0.954,-1.177,-1.601,-1.114,Grape
0.182,1.628,-0.091,-0.522,Apple
0.212,-0.64,-0.99,-0.856,Lemon
0.732,-0.96,-0.083,0.217,Orange
0.966,-1.0,-0.243,-0.735,Lemon
-0.037,-1.235,-0.882,-0.721,Lemon
-1.336,0.839,-0.783,0.9,Banana
0.396,-1.451,-0.577,0.068,Orange
0.928,0.747,-0.049,0.035,Apple
0.993,-0.886,-0.905,-1.082,Grape
0.916,-0.779,-0.676,-0.913,Grape
0.962,-0.532,-0.439,-0.677,Lemon
1.364,-0.837,0.611,-0.091,Orange
1.244,1.102,-0.335,-0.391,Apple
1.103,-0.818,0.104,-0.092,Orange
0.438,-1.114,-1.063,0.081,Lemon
-1.189,1.339,-0.903,0.406,Banana
0.959,0.724,-0.639,0.305,Apple
1.04,-0.606,1.485,0.856,Watermelon
0.748,-0.984,-1.005,-0.565,Lemon
1.206,-1.175,-0.414,-0.261,Orange
1.739,-1.642,-0.124,-0.289,Orange
0.776,0.903,-0.066,-0.046,Apple
1.065,-0.618,0.144,0.086,Orange
0.409,-0.827,-0.425,-0.785,Lemon
0.451,0.292,-0.276,-0.196,Apple
0.586,1.366,-0.247,0.172,Apple
1.13,-1.373,1.16,1.235,Watermelon
0.808,-1.505,1.035,0.65,Watermelon
1.392,-1.143,0.304,-0.943,Orange
0.647,-0.5,-0.912,-0.556,Lemon
0.459,-1.239,-0.514,-0.953,Lemon
0.961,1.181,-0.375,-0.65,Apple
1.361,1.256,-0.664,-0.753,Apple
0.667,-0.809,-0.204,0.077,Orange
-1.114,0.676,-0.678,0.106,Banana
1.065,-1.542,0.801,1.353,Watermelon
0.749,-0.715,-1.116,-0.396,Orange
-1.06,1.61,-1.409,0.535,Banana
-0.63,0.747,-1.131,0.35,Banana
-1.519,0.841,-0.553,0.483,Banana
0.945,-0.96,1.203,1.27,Watermelon
0.805,1.537,0.161,-0.063,Apple
0.305,-1.357,-0.714,-0.479,Lemon
0.381,-0.427,-0.549,-0.798,Grape
0.763,-1.278,-0.195,-0.254,Orange
1.155,-0.789,0.082,-0.596,Orange
-0.922,0.873,-1.035,0.603,Banana
1.341,-0.511,1.149,0.961,Watermelon
0.911,0.393,0.169,-0.413,Apple
1.177,1.238,-0.736,-0.623,Apple
1.541,-0.898,0.797,0.956,Watermelon
1.38,-0.673,-0.813,0.372,Orange
-0.662,0.947,-1.417,0.669,Banana
-0.833,0.49,-1.081,1.394,Banana
1.006,-0.86,-1.353,-0.38,Grape
1.297,1.493,-0.213,0.139,Apple
0.703,1.057,-0.2,0.184,Apple
1.112,-0.819,-0.978,-1.587,Grape
-0.212,-0.709,-0.731,-0.591,Lemon
1.291,-0.111,-0.813,-0.325,Grape
1.176,1.106,-0.216,-0.75,Apple
0.935,-1.856,-0.805,-0.492,Lemon
0.724,-1.158,0.344,0.186,Orange
0.36,-1.164,-1.047,-0.253,Lemon
0.913,-1.288,-0.965,-0.846,Grape
1.337,0.974,-0.43,0.395,Apple
0.602,-0.748,-0.789,-0.259,Lemon
0.491,0.838,-0.723,-0.512,Apple
1.438,-0.814,-0.749,-0.469,Grape
-1.01,1.348,-0.814,0.341,Banana
0.863,-0.356,-0.823,-0.836,Lemon
0.644,1.348,0.095,-0.488,Apple
0.252,-0.836,-0.808,-1.023,Grape
1.063,-1.183,0.055,-0.08,Orange
0.805,-0.944,-0.416,-0.339,Lemon
0.675,-0.869,1.277,1.404,Watermelon
1.146,-1.338,0.716,0.848,Watermelon
1.066,0.957,-0.693,-0.695,Apple
0.266,-1.692,-1.046,-0.188,Grape
1.629,-0.942,-0.948,-1.513,Grape
0.541,-1.419,-0.379,-0.264,Orange
1.088,1.232,-0.418,-0.287,Apple
0.617,0.529,-0.825,-0.073,Apple
0.482,-1.655,-0.622,-0.937,Lemon
1.581,0.797,-0.061,0.081,Apple
0.666,-0.973,-0.106,-0.16,Orange
0.726,-1.465,-0.406,-0.67,Lemon
1.122,-0.678,1.234,1.122,Watermelon
0.825,-0.759,-0.077,-0.512,Lemon
1.057,-0.674,0.828,0.533,Watermelon
-0.827,0.928,-1.423,0.475,Banana
1.501,-1.17,-0.642,-1.888,Grape
